game_year,tournament,black_player,white_player,black_score,depth,theoretical_score,record
2021,Campeonato Argentino,Furno Ricardo,Lisnovsky Marcelo,30,24,24,f5d6c4d3c3f4e3f3g3f2g4e2d2c5e6c6f6c1d7h3b4h4e1b3c2a4a5f1g1a6a3a2b5g6g5f7e7h5f8d8e8b2c8d1h6h1a1b1a7b6c7b7g2h7a8b8g7h2g8h8
2021,Campeonato Argentino,Olivares Daniel,Rondina Liliana,40,24,43,f5f6e6f4e3d6c4f3g4d3e2e1d2d1c5c3c6h4c1b1c2b5b6a6d7f2b4d8g3a3h5h6g5h3g1h2g6b3a4a5c7c8b7a8a7h7b8g2h1f1h8a1g7f7f8g8e8e7a2b2
2021,Campeonato Argentino,Seifert Max,Chiesa Nicolas,48,24,53,f5f4e3d6e6f6c4d3c5f3g4c3c6h3d2g3d7c1c2d8e1c7e2f2h4h5g5h6b3a3g6h7g2h1h2g1h8f1d1g7g8f8f7e7e8c8b8b7b5b4a8a7a6b6a5a4b2b1a2
2021,Campeonato Argentino,Chaufan Leonardo,Cohen Mercedes,27,24,34,f5f6e6f4d3d6f3e3g4c5g6h6c4g5c6h3h4h5e2g3e7c3d2e8f7f8f2f1b3e1g8a3d8d1d7b4c2b5a5c1b6a7c7b8g2g7b2b1h8h7h2a1a2a4b7c8a8a6h1g1
2021,Campeonato Argentino,Roldan Matias,Martinez Norberto,21,24,36,f5f6d3e3f7c4b5c5c6b4a3a5a4a2f3e2d1f1b3a6f4d6e6e7b6c3f2g5c7g4d2d8c8d7h4c2e8f8g8c1g6e1g3h6h5h3g2h1h2g1b7a8a7b8a1h8h7g7b1b2
2021,Campeonato Argentino,Dottore Matias,Olivares Diego,40,24,31,f5f4f3d6c6b6c3d3c4b3b4a5c5b5a3e3e7e6c2a4a6c1d2d1f6f2f1e8e2g6f7g5h6d7g4c7c8e1b1h4f8d8a2b2h5h7g7h8g8b7a1g2g3h3g1h2b8a8a7h1
2021,Campeonato Argentino,Bilinkis Mariano,Perez Rafael,26,24,34,f5f6e6f4e3c5c4e7c6e2f3d3g4g5c3d2f1c2f2d6e1d1c1h3d7c8g3b6c7b4b5d8a4a5h5a3h6g2a6h4h1h2b3a7f8e8b8a2b2a1g6f7b1g1g8g7h8h7b7a8
2021,Campeonato Argentino,Iturbide Paula,Lucioli Juan Pablo,39,24,31,f5d6c5f4e3c6d3f6e6d7g3c4b4b3b5c3b6a3a4a6a2d2g5f2e2g4d1f3c2h6h4e1d8c1h5g6h7e7c7e8f8a5a7b2a1b1c8f7f1h3h2g2g8b7h1g1g7h8b8a8
2021,Campeonato Argentino,Garcia Leandro,Olivares Daniel,21,24,26,f5d6c3d3c4f4c5b4c6e6e7d7e2b3b5a5f6c7e3c2d8d2f2f3g3g4h3e1b6g5c1h5d1f1h6h4g6f7a6c8b8a4a3b1e8b2h2h1g1g2a1h7f8a2g7h8g8a8b7a7
2021,Campeonato Argentino,Nakasone David,Seifert Max,39,24,32,f5d6c3d3c4f4c5b3c2e3d2b4b5e6a4e2a3a6a5a2f1c6g4f3f6g3g5f2h3e1d1h5h4h6h7c1b1g2d7c7g6d8e7e8f7b6c8f8b7b2g7h8g8a7a1a8b8h2h1g1
2021,Campeonato Argentino,Thierer Sebastian,Lisnovsky Marcelo,30,24,37,f5d6c3d3c4f4f6g5e6c5f3e3g4b5e2f7d2g6h5h3g3f2e1h6h7c2e7d8f8c1e8g8d1f1d7c8b4a4b3a3a5a6b6c6c7b7h4h8a7a8b8g7g2h1h2a2b2g1a1b1
2021,Campeonato Argentino,Rondina Liliana,Furno Ricardo,20,24,21,f5d6c5f4f3e3c4d3c3b5f6b3a3c2c6a4a5b4e7e6c1d7a2f7d8b6a6f2g8c8b8c7g3e2g4g5h5g6h6h4h3e8f8b7e1g2h2h1g1h7a8f1g7d1d2b1a7h8a1b2
