game_year,tournament,black_player,white_player,black_score,depth,theoretical_score,record
1987,Championnat de France,Aleaume Didier,Pelissier Laurent,29,24,36,f5d6c5f4e3c6e6f3d3b5c4g5f6d7g4e7h6h3g6g3c8h5h4h7f7f8e8b3a6a4b4a3b6c7d8b8e2f2g1e1g2c2d1d2f1c3a5a7a2a1b2b1c1h1h2h8g8g7a8b7
1987,Championnat de France,Aleaume Didier,Daunas Bernard,38,24,41,f5d6c5f4e3c6e6f7e7f6d7d8f8f3b6c8c7e2g6e8b8c3g5c4d3g4g8h6b5a5a6a7b4c2c1a4d2b3f1h7a2b7h4e1g3f2h5h3d1g7h2h1h8g2g1b1b2a3a8a1
1987,Championnat de France,Aleaume Didier,Andriani Bintsa,26,24,38,f5d6c5f4e3c6d7e6f6d3e7c7c4b6b5d8a6g4f7e8f8b4c8g6h6a4a3a2b3c2c3e2g5h5e1f1d2f2f3d1b1g3b2h7h3g7g8c1a1a5g1g2h2h1h8h4b8b7a7a8
1987,Championnat de France,Aleaume Didier,Crosnier Gilles,47,24,41,f5f6e6f4e3d6g6h6g4h4h3g5d7d8f7f8c6b6c8e7f3f2h5h2e2d1b5b4a6b8a4b7c4e8g8h8a8g7e1f1h7c5c7a5a7c3h1d3d2c2g1g3g2a3c1a2b1b2a1b3
1987,Championnat de France,Aleaume Didier,Dupin Louis-Olivier,35,24,38,f5f6e6f4g5h6g6f7e8f8g8h7g4c6c5b6b5c4d7a5a6a7g3f3e2f2e1f1g1c8e7d6c7e3h4b8d3c3h5h3d2c1c2b1b3a2b4b2a1d1a3a4a8d8b7h8g7h1g2h2
1987,Championnat de France,Aleaume Didier,Tastet Serge,54,24,47,f5f6e6f4g5e7d7g6e8d8c8h6g4g3h5h4h3h2e3d6f3d2e2c7c1e1f7g8f2f1b6d3d1b1c2b3c5c4c6a6a5a4b5b4c3a7a2b8f8b2h8g7h7h1b7a8a3a1g1g2
1987,Championnat de France,Andriani Bintsa,Tastet Marc,34,24,36,f5d6c4d3c5f4e3f3g4c3e6g3d2b6b5e7g5e2d1h4f2f1f6c1f7c2c6d7b1b3g6a6b4a3a5a4e8h5d8c8c7f8h6b8h3e1g1g2h1h2b2a1a2b7a8a7g8g7h8h7
1987,Championnat de France,Andriani Bintsa,Drumel Michel,12,24,24,f5f6e6f4e3c5c4d3f3e2d2b4e1c2c3f2d1b3b5c1b1a6a5a4f1b6c6c7a2e7c8b7g1d6e8a3a8a1a7f7d7f8g8b8g6h1g5d8g3h8b2h3h2g2h4g4h7h6h5g7
1987,Championnat de France,Andriani Bintsa,Puget Jean-Francois,25,24,28,f5f6e6f4e3c5c4e7b5e2f2d2f3g4e1d1c1f1h4d3g1d6c3h3g3h5c6b6d7c8b4c7a6h2e8f8d8b2b3a5a4f7g5a2g6c2a1b1a3h6g7h1g2h7b8a8b7g8h8a7
1987,Championnat de France,Andriani Bintsa,Larroque Denis,21,24,23,f5f6e6f4e3c5c4e7b5e2f2d2f3g4e1d3c3c1h4g5g3f1d1h5d6h3e8d7d8c7h6g6h2c8h7f8f7c6b6g2h1g1b7b8b1a1a8a7a6c2g7b3a2b4b2a3a4a5h8g8
1987,Championnat de France,Andriani Bintsa,Lazard Emmanuel,34,24,25,f5f6e6f4e3c5c4e7b5e2f3f2g5g4g6d6d7h5h3h6g3d3f8c3f7b4a3b6h4g7e1g8c6d2g2a4a7a5a6b3d1c1h8h7a2b2a1e8b1c2d8c8c7b8a8b7f1g1h1h2
1987,Championnat de France,Andriani Bintsa,Dupin Louis-Olivier,53,24,48,f5f6e6f4g7f7e3d7g4d6g5f2c5f3g3h8d2h3h4g6h5c6e2b6d3e1c4b5c3b4c1d1c2b1g1h6b3a3a4a5h7f1a1g2h1h2b2d8e7e8g8f8c8a2c7b7a8b8a6a7
1987,Championnat de France,Basset Jacques,Pelissier Laurent,21,24,18,f5d6c5f4d3e3d7c6f6e6e7c7c8g5g3f7f8c4h6g6h5d8e8c3g4b5f3b6a6h3a5h4h2g8b4b8c2d2f2e2f1d1c1b1g2a4a3h1b3h7g7b2a1e1a2g1b7h8a8a7
1987,Championnat de France,Basset Jacques,Draper Bruno,21,24,24,f5d6c5f4d3e3d7f6g5e6e7g4g6h5f7f8h3h6e2g3f3e8h4f2e1h2g8f1g1c2c4c3d2c1d8b6c6b5a6b3a3a5a4b4g7b2a2a1b1d1g2a7b7h1a8b8c8c7h8h7
1987,Championnat de France,Basset Jacques,Mascort Jean-Manuel,7,24,14,f5f6e6f4e3c5c4e7c6e2f3f2g4g5g6h3d6h6f8d3h5h4c2d8f7d7e1h7e8g8g2c7c8b8b7b5b4a3a6a8b6a4b3b2a2a1g3h2a7a5g7h8g1h1f1c3b1d1d2c1
1987,Championnat de France,Basset Jacques,Ralle Paul,9,24,23,f5f6e6f4g6c5e3d3f3e2d2f2f1g3c2g4g5d6c4c6c3d1c1e1b5e7f7d7f8e8d8c8b8c7h4h3b6h5h6h7g1b7a6a4g2h1a5h2a3g7h8g8b1b2a8a7b4a2a1b3
1987,Championnat de France,Bracchi Andre,Pelissier Laurent,56,24,62,f5d6c4d3e6f4e3f3c3c5d2c6d7b4b3d1c2c1a4a5a6a3a2c7f6d8e2f2b5b6e7e8f7g4g5h6h5h4f8g8g6b2a7b7a8b8c8g7h8h7a1b1h3g3g2e1f1h2g1h1
1987,Championnat de France,Bracchi Andre,Daunas Bernard,40,24,31,f5d6c4d3e6f4e3f3c3c5d2c6d7g6b4b6b5c1e1c2f2a6b3d1e2a3b1f7e7c8d8f6h6e8c7g5a4a5g8f8b8h5h4a2b2g4h7f1g1g2g7b7a8a7a1h1g3h3h2h8
1987,Championnat de France,Bracchi Andre,Andriani Bintsa,48,24,34,f5d6c4g5c6c5d7d3f3e3b4g3f4e6e2g4f2d2d1f1e7c1b1c3c2e1g1b3g6a4b5f6f7c8d8c7b6a5b8e8f8a6b7h6a3a2g7h7g8b2h5h3a1g2h8h4h2a8a7h1
1987,Championnat de France,Bracchi Andre,Guyon Bruno,16,24,28,f5f6e6f4c3e7f3e3d3e2f2c2g4g3g5h6h5h4e1d1d2c1d7g6c4f1e8b3g2b4h2h1h3g1a3c6f7f8g8c8d6d8b8c7a5b2b5c5g7a2a1b1b6a4h7h8a8a6a7b7
1987,Championnat de France,Bracchi Andre,Larroque Denis,35,24,23,f5f6e6f4c3e7f3e3d3c6g4e2d2c4b4d1c1c2e1c5b5a4d6a5a3a2e8d7d8b3b1c8b8f7c7g3f2h4h2g1b2g5h6h5h3g6a6a7h7b6b7g2h1f1f8a1g7a8g8h8
1987,Championnat de France,Crosnier Gilles,Draper Bruno,14,24,3,f5d6c5f4f3e3d3e2c7g4f2c4c3e6f1d1g6f6f7g3h3d2c2c1e1g1g2h5g5h1h2h4h6f8e8d8g7h7b1b2b4a3a1b3h8g8e7a2a4d7c8b5b6c6b7a8b8a6a7a5
1987,Championnat de France,Crosnier Gilles,Garcia Didier,15,24,17,f5f6d3c3c4g5h5f4g4h3f7e6e7d7d6f3c8c6e3e8c5d2b6b3a3b4c1e1c2b5a4a6c7f2e2f1g6h7h6h4g3f8a5a2g7g8d1h8g1h2b2a1g2b1h1a7b7d8b8a8
1987,Championnat de France,Crosnier Gilles,Piau Didier,2,24,5,f5f6c4f4g5h4h5h6g3f3e3d3c3e6e7d7g6d6c8e8c7g4f7c5h3h2c6f8g2h7g8d8g7b6a7a5b5h8b7a4b4a3b3a2b2b8a8a6a1b1c1d2e1d1c2f1g1h1f2e2
1987,Championnat de France,Daunas Bernard,Drumel Michel,38,24,40,f5d6c5f4e3c6d3e2f2c3e6d2f3c4d1f7c1f6c2g5h6h4b3g4g6e1h3b4h5b1e7f8d7e8c8c7d8b8b6b5g3a6a4a3a5g7f1g1b2a1a2h7h8g8g2h2h1a8a7b7
1987,Championnat de France,Daunas Bernard,Bracchi Andre,32,24,32,f5d6c5f4e3c6d3f6e6d7g4c4g5c3f7g6e7e8f8h5h4h3c8d8h6h7g3c2b5a5b3a4a3b4f3h2a6e2c1b6f1d1f2e1d2g7h8g8h1g1g2a2a1b2a7b1c7b7a8b8
1987,Championnat de France,Daunas Bernard,Basset Jacques,44,24,48,f5d6c5f4e3f6f3c4d3e6c3f2g3e2g4g5c6h3d7c7h4c8h6d2c2b3d1c1f1e1b1g2b5h5g1b4a5a3h1a4a2b2h2a6b6a7b7f7g8g6g7a8b8e7f8d8e8a1h7h8
1987,Championnat de France,Daunas Bernard,Rouillon Denis,34,24,53,f5f6e6f4e3c5g5d3d6e2g6f3g4h6h4c7c6d7b5b4g3h2c4h7e7f8b6f7a3a5d2f2f1e1d1c1b1c2b3c3d8c8e8g2a6a7h1g1h3h5h8a1b2a2a4b7g8g7a8b8
1987,Championnat de France,Daunas Bernard,Thill Olivier,33,24,31,f5f6e6f4e3c5g5g3g4d6f7e2d7d8c8b8d2f2c3c4d3h6b6c6f3c1b3e8b5c7e7h4h5h3g6a4a6g2f1d1e1c2h1h2b1a5a3b4b2f8g7g8h8h7a8a1g1a2b7a7
1987,Championnat de France,Draper Bruno,Daunas Bernard,19,24,37,f5d6c5f4d3c4c3c6e6b5d7e3f6b4b3g5a6a5c7e2a4a2d2e1c2b1f1g1f2g3g6b6h5e7g4h3f3e8c8g2f7h4a7b7a3a8b8d8f8g8c1h6a1b2h2h1d1g7h7h8
1987,Championnat de France,Draper Bruno,Basset Jacques,59,24,58,f5d6c5f4d3c4e3c3b5f6f3b4e6c2c6d2e2g3a3f2f1d1c1a6a4f7e7a5e1a2b3f8d7c8h3c7g1g2g4h4h1h2g5h6h5b2b1h7g6e8d8a1g8a7b6b7a8b8g7h8
1987,Championnat de France,Draper Bruno,Thill Olivier,8,24,26,f5f6e6f4e3c5c4e7c6e2f3f2g4g5g6h3h4g3d2d3d7h6h5c3e8d6e1c8b4c1f7b3a3g1c2b5c7a4a5g8g7h8h7f8h2h1g2f1d1b1a6a7b6b7d8b8a8a2b2a1
1987,Championnat de France,Draper Bruno,Tastet Serge,11,24,32,f5f6e6f4f3c5g4d6e7f7d7g5h6h5f8g6h4e3h7d8e2g3c8e8c6e1c3c4d3f2d2d1c2b4b6c1a3a5b5a6g1f1b1a7b3c7h3g2b8b7a4a2h2h1b2a1a8h8g8g7
1987,Championnat de France,Drumel Michel,Mascort Jean-Manuel,33,24,38,f5d6c5f4e3c6d3f6e6d7e7c7c4f3d8e2b5c2g6h7g5h6h4e8f8c8f7g4g3g8d2h2e1c1f2d1c3f1g2a5h5h1h8g1g7h3b4a4b3a2b8b7a7a8a6b6b2b1a3a1
1987,Championnat de France,Drumel Michel,Tastet Serge,36,24,37,f5d6c5f4e3c6d7e6f6d3e7c7c4g5e2c2c3b5b4d2c1f1d1b6a5a6b3a4a3a2c8f8e8f7f2g1f3g3g6h7h4h5g4g2e1h2h6h3h1g7h8g8b2d8b7a8b8a7a1b1
1987,Championnat de France,Drumel Michel,Guyon Bruno,26,24,27,f5f6e6f4g6c5g4h4h3h2f3g3e3f2e2d3f1d6c2c3c6e1d1d2b5h5g1c1b1g5h6h7c4b4a3a6a4e7f8d8b3d7f7b6c8e8c7a5b2b8a8a1a2h1a7g2g8g7h8b7
1987,Championnat de France,Drumel Michel,Rouillon Denis,37,24,47,f5f6e6f4g6d6g4e7f3g3d7h4e3g5e8f7f8h6c6c5c7d2e2f2c3b4b6c4b3b5a6a3h5c8h3h2d3a4a5d8a2b7c2b2e1d1a1h7g7f1g1h1g2g8h8b1a7b8a8c1
