game_year,tournament,black_player,white_player,black_score,depth,theoretical_score,record
1996,British Nationals,Turner Ian,Kyte Bruce,46,24,25,f5f6e6f4g6c5g4e7d6c7f3g5f7e3h5f8d8h3e2d3c2f2c4c6d2g3h4e8d7c8b5h6f1g2b6a6g8h8h1a5h2g1b8a8b4a4c3b3h7g7e1d1c1b1a2a3a1b7a7b2
1996,British Nationals,de Grey Aubrey,Haigh David,43,24,30,f5f6e6f4g6c5g4e7f3g3h3f7f8g5h6h5h4e3d8e8d7c8b8h7h8g8g7a8d6f2f1c6d2e2e1g2c7d3c2g1c3c4h1d1c1b3h2b7a7a6b2b6a4a3b4b1a2b5a1a5
1996,British Nationals,de Grey Aubrey,Feinstein Joel,29,24,16,f5f6e6f4g6c5g4g5f3e3c4g3f2e2h5h6h7f7d3d6e7c6e8b3c7d7d8c2c3b4a3b5a4a6b6d2h2f1g2b2h4f8g8c8b7h3e1h1g1d1a1a2b8a8a7a5b1c1g7h8
1996,British Nationals,Wormley Mark,Arnold Roy,19,24,35,f5f6e6f4g5e7f7d6c5g6e8d7h5d8f8c7c8c4c3h4h3b6e3h6g3f3h7e2a5a7c6b5g4d3b4b3a4b7a8a6d2f2a3c1f1e1c2g1g2d1g7b1b2h8g8b8h2h1a2a1
1996,British Nationals,Barrass Iain,Turner Ian,24,24,25,f5f6e6f4g5d6e7g6c5c4f7f8h6e8f3d7e3d3c2d2c1g4c6h4h3h5g3b4b5a5c7b6c8e2f2g2a6g7a3a7h1h2g8d8b8a8b7a4c3b3b2a1b1a2d1e1g1f1h8h7
1996,British Nationals,Arnold Roy,Haigh David,19,24,48,f5f6e6f4e3d6c5f3g4h3g3f2e1c4c3d3e2d2h5h4h2b3c6b4b6c7c1f1c2a6b5a4g5d1g1g6d7f7b1c8d8e8f8e7b8g7a3g2h8g8b7a7a5a8h7h6h1a1a2b2
1996,British Nationals,Forsyth Eileen,Haigh David,25,24,31,f5f6e6f4e3d6c4e2d7c5g3g4e7c7c6e8c8b3f8d8f2d3e1f1c3d1d2c2a3a4c1b1f3g1a5h4h5g5h6h7g2b6b5h1f7a6a7b4a2g6h2h3b2a1b7a8b8g8h8g7
1996,British Nationals,Feinstein Joel,Turner Ian,28,24,22,f5f6e6f4e3c5g5f3g6e7d3e2d7f7e8h5c4d6e1c2c3d2c1d1c7c6b6f8g8f1g1b5b3b4a4a5a3a7h4h3b2b7g4f2g3c8a6h2g2a1a8b1b8d8a2h1h6h7g7h8
1996,British Nationals,Brightwell Graham,Turner Ian,51,24,41,f5f6e6f4e3c5c4e7b5e2f3d3g5c3g4g3d2h4d6h5d7c8g6c7c6f7c2d1f1f2h3b6d8a5e8f8a4a3c1b1h6a6b4b2b3a2g1e1a1b7a8a7b8g2h2h7h8g8g7
1996,British Nationals,Arnold Roy,Turner Ian,23,24,24,f5f6e6f4c3d6f3e3g4c4d3d2c5e2f2g5c6h4d7g3e1c1e7d1b1b3h2h3h5h6h7g6b4a4c2b5a3f7a6a2f8g1b2g2h1f1a1a5b6a7b7g7g8a8c7h8b8c8d8e8
1996,British Nationals,Selby Matthew,Arnold Roy,29,24,36,f5f6e6f4c3c6d6c5c4e7d7c8d8e8f8g8f7c7b5d3g6g5b6h6e2d2e1f1f2d1e3g3c1b1f3g4h3h4h2a4a5b3b4a3b7c2b2h1h5a8b8a7a6g7h8h7g1g2a1a2
1996,British Nationals,Marson Phil,Kyte Bruce,41,24,42,f5f6e6f4c3c5d6e3g5g6g4c7d7h5g3f3h3h4f7f2h6c6b6d8e8c8e7b5a4a6b4c4b3c2a5a3h2g2d3h7h1d2g1e2d1f1e1c1h8g8f8g7b7a7b1b2a1a8b8a2
1996,British Nationals,Hands Colin,Selby Matthew,43,24,43,f5d6c5f4e3c6f6e6d3f3g5g4e7f7g6c7h3f8c4e2d7e8b6h6h5d2c3a6c2b5b4a3a5c1c8g7b3d8a7a2f2h7f1e1b7g2d1a8b8a4b1h4g1h2b2a1h1g3h8g8
1996,British Nationals,Wormley Mark,de Grey Aubrey,22,24,7,f5d6c5f4e3c6e6f7e7f6d7d8f8c8b6c7g8a5g6h6g4g5h4h5h7b4b5a4a3a2a7b3b7e8b8a8a6h8c4g7a1h3c2g3h2h1c3g2f3b2d2f2b1d3e2c1g1f1d1e1
1996,British Nationals,Wormley Mark,Brightwell Graham,0,24,5,f5d6c5f4e3c6e6f7e7f6d7d8f8c8b6c7e8g8g4g5h5b5a5b4c3a4a3c4g6b3a2a7g7d3c2h8h7h6b8a8b7h3g3h4f3h2g2f2f1g1h1a6a1b2b1d2e2e1
1996,British Nationals,Haigh David,Plowman Guy,18,24,24,f5d6c5f4e3c6e6f7e7f6g6g5d7d8f8c8c7b8h4e2f2d3g4f3c3b5a4c4b3b4a5a6b6d2c1d1g3c2a7f1g8a2b7b1e1b2a1a3g1a8g7h3h5e8h2h8h7h6h1g2
1996,British Nationals,Haigh David,Selby Matthew,29,24,19,f5d6c5f4e3c6e6f7e7c4f3g5g4c7d3f6h6d7e8d2c2e2c1g6f8d1e1f1c3b1d8f2b3b5a4b4a3a6a5a2c8g7h5h7h8g8b2g3h4b8a8a1b6h3h2g2h1g1b7a7
1996,British Nationals,Haigh David,Forsyth Iain,22,24,34,f5d6c5f4e3c6e6f7e7f3d3b5c4b4c3f2b3e2d2c1g4c2g3a3b6f8a5c7d8c8f6h3b8a4f1a6e1h4d1g5g6h5h6e8g8d7b1g2a2a1b2g1h1h2b7a8a7h8h7g7
1996,British Nationals,Wormley Mark,Barrass Iain,25,24,32,f5d6c5f4e3c6e6g5f6f3c4e2e7d7f7c7b6b5a6a4h4b3g4c3c8d8e8g3a5a7b4d3a2c2c1d1e1f1g1b2f2g6h5h6h7h2d2a1a3b1g7h8h3h1b8g2a8b7f8g8
1996,British Nationals,Haigh David,Wormley Mark,44,24,49,f5d6c5f4e3c6e6b5c4d3f3f7c2f6e7g5g4d8h6d2g6e2c1d1e1h4h3h2f8f1g1f2g3d7c3b3b2g8h8g7h5h7h1g2b7a1e8b6c8c7a3a8a7a6a4a2a5b4b8b1
1996,British Nationals,Arnold Roy,de Grey Aubrey,10,24,33,f5d6c5f4e3c6d3f6e6d7e7c7d8c8f7f8b8f3c4b5b4e8g8a3a5b6c3f2e2a4a2b3d2e1c2d1g4g3g5c1b2h4h2h5g6a1a6h6b1a7g2h1g1f1b7a8h3h7h8g7
1996,British Nationals,Kyte Bruce,Forsyth Iain,30,24,22,f5d6c5f4e3c6d3f6e6d7e7c7c4f3d8e2b5c2g6e8f8c8f7g8d2g5f1h6g4h3f2g3g7a5b6a6a7a8b4h8b2c3b3a1b1c1e1d1h4h5b8b7h7g2h1h2g1a4a3a2
1996,British Nationals,Arnold Roy,Barrass Iain,27,24,16,f5d6c5f4e3c6d3f6e6d7c7f3d8c4b5b3c3b4e7f7g4g5h4h6g6e8a5h3h2h7f8a4f2a6g3g7a2b2c2a1a3b6b7c1b1d1d2e2e1f1g1a8a7h1g2h5g8b8c8h8
1996,British Nationals,Feinstein Joel,Selby Matthew,37,24,38,f5d6c5f4e3c6d3f6e6d7g4c4g5c3f7d2e7f2c8d8e8f3c7g8g6g7b6a6e2h5f1e1h4h3g3h2b7g2h1h6b4g1h8f8a7a5a4b3d1b5a3a8b8b2c2b1c1a2a1h7
1996,British Nationals,Feinstein Joel,Barrass Iain,58,24,47,f5d6c5f4e3c6d3f6e6d7g4c4g5c3f7d2e7f2c8f3c7d8e2g3e8f1h2h4b6b5a5h6h5g8g6a4a3b7b8h7e1g7h8b4c1d1g1g2f8b3a2b2h1h3a8a7a6b1a1c2
1996,British Nationals,Brightwell Graham,de Grey Aubrey,46,24,36,f5d6c5f4e3c6d3f6e6d7g4c4g5c3b4a3b5a4b3a2f7c2a6b6e7f8c8d8a7d2e2f1b7f2d1c1e1c7g3g6h6f3a5a8b8g7h8h5e8g8h7h4b2b1a1g1g2h1h2h3
1996,British Nationals,Brightwell Graham,Hands Colin,35,24,40,f5d6c5f4e3c6d3f6e6d7g4g3g6g5e7f3h5f7c8c4d8e8c3f2d2d1h4e2c2h3f8h6c7b3e1f1g2h1a3b5b6a4a5b4a2a7b2b8a8a6c1b7g1g7h2b1a1g8h8h7
1996,British Nationals,Feinstein Joel,Brightwell Graham,38,24,42,f5d6c5f4e3c6d3f6e6d7g4g3g6h3g5h4h5h6c8e8c7f3d8b8e7e2d2d1c4f8f2e1c3b6b5b3c2a5c1b1g1b4a4a3g2h1f1h2a1f7h7h8g8g7a7a6a8a2b2b7
1996,British Nationals,Feinstein Joel,Edmead Garry,37,24,35,f5d6c5f4e3c6d3f6e6d7g4g3g6h3g5h4h5h6c8b5f7d8e8e7c4f8g8f3g7f2c3d2e2e1b6c7b4h8d1c1g1b8b7a8a7a6a4a5b3b2h7g2h1h2a1c2a2b1a3f1
1996,British Nationals,Feinstein Joel,Plowman Guy,40,24,33,f5d6c5f4e3c6d3f6e6d7g4g3g6f3g5h6f7f8e7c7c4h4b6h5f2e8h3a6c8d8g8h2g7e2f1d1e1b5b4c2c1d2c3b2a1b3a3a5a2h8h7b1h1g1g2b8b7a4a7
1996,British Nationals,Wormley Mark,Feinstein Joel,18,24,13,f5d6c5f4e3c6d3f6e6d7g4g3g6f3g5h6f2h5h3h4f7e7c4h2c8d8f8e8c7f1g7e2g2c3d1e1d2b4b5b3a5a4a6h1g1b6a3c2a7c1b2b7b1a1a8b8a2h8h7g8
1996,British Nationals,Selby Matthew,Kyte Bruce,38,24,32,f5d6c5f4e3c6d3f6e6d7g3c4g5c3f7d2e7f2e1f3c8h3h4g4h2e8d8b8e2d1c1c2h5g1b1g2b5a4a6b4b3a3a5a7b2a1a2f1b6b7c7g7
1996,British Nationals,Selby Matthew,Edmead Garry,16,24,28,f5d6c5f4e3c6d3f6e6d7g3c4b4b3b6c3d2a6g5c2b5a5a4a3b1h5e7g4c8f7c7e1c1f3f2e2f8g6h3d1f1h4a2a1b2h2h6g2h1g1a7g8h8a8g7b7b8d8e8h7
1996,British Nationals,Plowman Guy,de Grey Aubrey,54,24,36,f5d6c5f4e3c6d3f6g4c4g6h6f7e6e7g5h5f8h7d7e8h3c8g3f3g7h8g8h4c2d2d8f2g2c7b6a6b5a5d1b4a4a3b3c3e1e2b2h1f1h2b8a8a7b1c1g1a2a1b7
1996,British Nationals,Plowman Guy,Edmead Garry,30,24,38,f5d6c5f4e3c6d3f6g4c4g6h6f7e6e7g5h5f8h7h3f3g3g7d7e8d8h4c2d2d1c1f2e2f1h2h8g8h1c3b1e1b2b3b5b4a3a4a5b6c7a1a2a6b7g1g2b8c8a7a8
1996,British Nationals,Selby Matthew,Wormley Mark,23,24,43,f5d6c5f4e3c6d3f3e6b5c4g5d7b4b6e7c3d8a3a4a5c7b3f2c8b8e8f8f6f7e2d1f1a6a7c2g6d2b1b2a1g4g1a2g8a8b7h8h5h6h3h4g3g7c1e1g2h1h2h7
1996,British Nationals,Selby Matthew,Forsyth Eileen,61,24,54,f5d6c5f4e3c4d3c3e6f3c6b6b5a6g4c7f2g1e2e7f1f7h1f6d7d8g6h5e8f8c8g5g8h3h4g2b8g3h6d2h2g7a5a4h8a7d1e1h7c2b4c1b3b2a2b1a1a3a8b7
1996,British Nationals,Barrass Iain,Hands Colin,20,24,37,f5d6c4f4e6d3c5b5e3f3c6g6g5f6e7h6a5d7c3f8c7f7d8b6e8c8b4c2a6a3h4a4a2b7g4b3a8a7b8h3g7h8h7g8h5a1c1b1b2d2g2g3d1e2e1f2f1g1h1h2
1996,British Nationals,Turner Ian,Forsyth Iain,34,24,44,f5d6c4d3c5f4e3f3c2f6e6c6d7e7g5c8g4h3h4h5c7b3b4a3b5g3e2b8a4b6d8e8a6e1f7d2f8g8f1g1f2d1c1b1c3b2g6a5a1a2h1b7h2g2h6h7h8g7a8a7
1996,British Nationals,Barrass Iain,Marson Phil,43,24,50,f5d6c4d3c5f4e3f3c2c6e6d2g4g6g5b5b4b3d7d1c7e7b6c3f6h5h3e8c8d8a6a4a5g3f8f7g8a7c1b1g7b7h6h7h8a3a2h2g2h4e2e1f1f2a1b2g1h1a8b8
1996,British Nationals,Turner Ian,Hands Colin,41,24,33,f5d6c4d3c5f4e3f3c2c6e6d2g4b6b5g5c3a4a5b3g3c1f2b4e2a6h6f1d7g1b2h3e1d1a2h4a3g6f6e8c8f7h5h7c7d8f8b7a7a1b1a8e7g7h8g8b8h2g2h1
1996,British Nationals,Turner Ian,Plowman Guy,29,24,29,f5d6c4d3c5f4e3f3c2c6e6d2g4b6b5g3c7a5a4a3f2c3a6a7b4d7f6e7f8e8d8b3b2d1h3c8b8f7e1e2b1g6c1g5f1h4h6g2h5g1h1h2g8g7h8h7b7a8a2a1
1996,British Nationals,Turner Ian,Edmead Garry,18,24,22,f5d6c4d3c5f4e3f3c2c6e6d2g4b6b5g3c7a5a4a3f2c3a6a7b4d7f6e7h3b3b2d1b1e2e8d8c8h4e1g5c1f7f8g6h7h6h5g2h1h2g7h8b7g8b8g1f1a8a2a1
1996,British Nationals,Barrass Iain,Edmead Garry,18,24,25,f5d6c4d3c5f4e3f3c2c6e6d2g4b6b5g3c7a5f2d7c8b3a6f7f6g6a4e7g5d8h4f1e1d1c1c3b4e2e8h6g1b7h5f8g8a7h7a3a8b8a2b2g2h1b1a1h2h3g7h8
1996,British Nationals,Plowman Guy,Brightwell Graham,21,24,31,f5d6c4d3c5f4e3f3c2c6e6d2g4b6b5g3c7a5f2b4c3f6a3d7d8e2e1d1b3c1a4a6a7h4f1g1e7g6h3h2g5f7h6e8f8b8c8g8g2a2a1h1b1b2g7h8h7h5b7a8
1996,British Nationals,Barrass Iain,Brightwell Graham,15,24,18,f5d6c4d3c5f4e3f3c2c6e6d2g4b6b5g3c7a5e2d7d8e7g5f2a4a3f7h6f1h4b4b3a7f6g6c3h5c8b7e8a6h3b2b8a2f8g2h1h2a8g8a1b1h8h7g7c1d1e1g1
1996,British Nationals,Plowman Guy,Marson Phil,49,24,47,f5d6c4d3c5f4e3f3c2c6e6d2g4g3f6h4d7c7e7g5g6h7b5e8f8c8d8g8f7b3b4d1e2e1f1g1f2a5a6a7b6c3a4a3h6h5h3g2h8g7h2b7b8h1a8a2b2a1b1c1
1996,British Nationals,Edmead Garry,Marson Phil,57,24,59,f5d6c4d3c3f4f6g5e6c5f3f7e7b5e3g6c7c6d7c8f8d8e8g8h5e2f2h4h3d2g4c2e1g1g3f1h1h2h6g7c1h7h8d1g2b1a1b2b3b8b7a7a8a6a5a2a3b6a4b4
1996,British Nationals,Forsyth Iain,Plowman Guy,29,24,35,f5d6c3f4e6c4c6f6g6c2g4g5f3e3g3d7h5e7c5b4f7h6c8d8b5a6f8e8a5a4c7h4h3e2b3a3c1d2d3h2f1b7b2a1a8b8g7h8a2a7b6g8e1b1d1f2g1h7h1g2
1996,British Nationals,Marson Phil,Forsyth Eileen,54,24,54,f5d6c3f4f3d3e6b3c5f6e3g5d7c7d2e7b4c4b5f2c6c1e2d1f1e1b1b7g1g2g6g4h1h6c2a5d8a3g3c8b8b2e8f8g8f7a1h2a2g7a4b6h3h4h5a8a7a6h8h7
1996,British Nationals,Edmead Garry,Brightwell Graham,30,24,26,f5d6c3d3c4f4f6f3e6e7d7g6g5f7e8c5c6c8c7g4d2b4h4b5f8h5e3h3b6c2a3a5g2d1c1b1a6a7b3g3f2b8e2b2a1a2e1d8a8a4b7h1h2g7h7h6h8g8g1f1
1996,British Nationals,Edmead Garry,Kyte Bruce,56,24,56,f5d6c3d3c4f4f6f3e6e7d7g6g5c5c6f7e8c8c7b6b5e3h6f8d8h5h4g4h3a5b4a4b3d2a3b8a7a6a8b2g8g3b7g7
1996,British Nationals,Brightwell Graham,Feinstein Joel,26,24,28,f5d6c3d3c4f4f6f3g4g5e3h3e6g3g6f7h5h4h2h6h7c5e7f8c7b4d8e8g8c6d7d2b3c2f2a3d1e1f1e2b5b6b2g2a7c1h1c8b8a6a5g7b7g1b1a2a4a8h8
1996,British Nationals,Hands Colin,Feinstein Joel,23,24,29,f5d6c3d3c4f4e6f6g4e3g5g6f2f3c7f1f7e7e2h5g3h4f8e1h2h3h6d7d2c2d1c1c8e8d8g8h8h7g7h1b2c6g1g2c5b5b3b4a3b6a7b7a4a2b8a8a1b1a6a5
1996,British Nationals,Kyte Bruce,Haigh David,36,24,42,f5d6c3d3c4f4e6b4c6d7c7e7e3c5f6b5b3c8g3c2f3f7a4a3a6b6a2g5c1g4a5d2e1e2f1d1f2h3a7b2e8d8b8g2a1b1h1g1f8g6h2h4h7g7g8b7a8h8h5h6
1996,British Nationals,Forsyth Iain,Selby Matthew,4,24,6,f5d6c3d3c4f4e6b3e2c5b4e3f3e1b5c6c2a3d2a6f1g1d7f2b6g4h3g3g5b1h2a7a5a4b2b7c7c8b8a8g2a2a1c1d1d8e7f8e8f7f6h1g6h6g7h8g8h5h4h7
1996,British Nationals,de Grey Aubrey,Forsyth Iain,44,24,41,f5d6c3d3c4f4e6b3c2e3d2c5b4a4b5g6f2a5f6d7b6f7c7c6a6c8e8d8e7f8a3b2f3f1h6g5h5e1a1a2b1e2c1b7g3d1g1g4h4h2g7h3a8g8g2h7h8a7h1b8
1996,British Nationals,de Grey Aubrey,Marson Phil,36,24,43,f5d6c3d3c4f4e6b3c2e3d2b4c5g6c6f6e2e1c1b5b6f3a6a5f2g3g1f7h3e7g4d1f1h4h5d7g5c7b7h6h7g2e8a8h2a7b1b2h1d8a2a3c8b8f8g8g7h8a4a1
